mtime,AE,AJ,AT,BJ,BK,BL,BS,BY,CO,CP,CV,DI,DS,EN,ER,ET,GP,GR,GU,HN,HS,KZ,LM,LQ,LX,MU,NT,NW,OR,OZ,PS,QZ,R,TZ,W
2021-11-18T09:10,211151,206157,228743,175598,156137,121899,167210,246172,180798,0,122998,141656,213634,179592,119211,188163,251762,222910,192275,232044,220157,81996,196761,231692,154746,207182,129351,114569,237051,168960,81495,208804,211369,336778,170208
2021-11-18T09:15,233378,178044,176388,79283,159572,84869,149684,150494,121655,103506,154141,102809,120840,130227,185723,71836,191222,150219,139108,219767,202452,100488,95431,165045,184157,120374,112774,187203,109563,169524,104381,185026,146366,210718,76640
2021-11-18T09:20,111754,132023,126832,111777,95997,158278,133315,167888,105930,102198,107484,89803,111756,111449,116399,63753,171212,133233,153526,116814,155169,73399,100125,183337,109944,152913,49799,124689,134461,119791,118727,118179,108900,160858,130436
2021-11-18T09:25,127672,100357,138781,108373,94104,98495,98870,110360,111550,86120,86654,96281,87530,110565,78982,117500,178305,119342,126981,104118,117703,76383,137613,170640,158011,137019,87140,64666,100844,115604,68694,86065,87378,137044,90875
2021-11-18T09:30,113546,130577,188074,115185,130434,127009,109672,123832,85969,110908,90787,96395,164804,109332,136133,101641,126129,159529,160265,127160,129136,116022,98743,171552,132303,184533,61715,113717,142581,165547,100387,159889,133192,137292,122873
2021-11-18T09:35,202141,184562,164525,164133,138352,172651,207526,211240,163144,115459,159466,101982,170072,212768,233317,142891,254889,228062,221404,188678,169802,122616,128097,214377,270468,207473,110833,156799,201663,181824,118502,199825,243759,301175,98983
2021-11-18T09:40,66087,80257,123775,71581,60379,52771,58086,91974,49285,41657,72076,64373,84310,87745,39975,91356,71743,68740,91468,68094,76339,43375,61290,82388,84798,88949,44387,74668,76453,73806,79637,85115,90956,90150,68162
2021-11-18T09:45,192916,151678,201757,137804,140580,94653,151365,166439,142426,79260,162414,94226,171473,148179,141544,152947,245026,192824,166329,162199,122942,100124,85604,178920,179698,176892,80460,139878,117671,187871,106331,173280,165701,138295,109803
2021-11-18T09:50,178112,129669,175340,119430,177898,188502,149747,144490,146279,91331,148549,60228,202181,178867,192842,156994,202610,168934,238318,205126,172893,139084,106105,156695,139234,249098,79854,139418,148134,154011,154576,157726,127388,171230,109982
2021-11-18T09:55,121068,122627,111230,93706,111725,110757,113631,130071,80531,61952,114804,37404,143582,94627,110177,90876,150105,104513,101210,59627,134137,0,109887,124073,136103,136217,39531,61756,116788,109386,46352,128810,99864,127847,74936
2021-11-18T10:00,140540,177645,182450,123771,117294,159580,112716,171939,116709,105010,146315,66048,133385,123315,109562,115196,198608,134463,116888,183277,159682,83502,126598,149991,124252,156803,89663,116111,132555,172342,94558,133535,117256,181696,144525
2021-11-18T10:05,104552,112447,104421,83922,125797,113320,78206,95153,84216,70929,86599,70922,99513,118017,51480,71049,91225,118691,140686,143981,94584,55501,100067,143789,118909,108409,58244,77606,90157,108323,56366,101287,83589,127468,40019
2021-11-18T10:10,174714,187594,224279,184705,186140,137997,190638,163086,174212,172409,163114,117861,139661,150463,138598,159263,214974,201407,154685,183904,213296,100851,148147,208525,182488,219522,97636,158311,178583,158301,120846,151591,189491,138322,115559
2021-11-18T10:15,166074,218965,149311,133629,157209,131158,145606,165960,128461,155846,128781,76577,119647,186594,146087,121618,186902,201848,160719,142809,171416,123060,124827,188670,130123,160184,103466,148651,69332,142519,91438,182074,154381,158342,83346
2021-11-18T10:20,187308,195597,272363,133301,138262,193683,167930,230614,116750,142576,158916,136370,179509,170514,148692,166782,245484,250851,211472,240190,213643,171834,95283,248662,206669,156797,106801,178815,188512,199507,53386,209448,172544,259434,126312
2021-11-18T10:25,144952,154792,147357,144398,100590,176792,115401,184393,105537,113136,112175,53820,130061,111054,130809,123931,152867,150550,160581,114278,112922,80081,82538,128426,123483,162308,97134,103012,97370,140358,101173,123039,108662,140280,110274
2021-11-18T10:30,168119,131056,234955,174377,161713,151596,106647,205872,99556,95714,137686,83429,148063,178760,192220,143513,125779,143253,148050,128404,117590,89856,107814,191201,156106,187964,38247,84056,139750,143447,126654,145626,124801,151002,106356
2021-11-18T10:35,133877,142079,165130,145068,129281,132309,96192,181435,106104,107824,142484,57438,140304,161970,96436,83772,175973,117196,147770,136510,151075,102073,118890,142133,95343,158029,114683,87511,147152,116569,123201,124719,121233,165915,67603
2021-11-18T10:40,137854,134952,170992,129478,124399,129178,104670,152526,124736,85335,80715,89329,148614,175797,142466,98672,144879,125078,148476,133245,151748,98517,88641,133632,140857,189337,83618,135008,147205,128751,100594,121151,148213,179643,111619
2021-11-18T10:45,208581,153309,207816,156539,166002,175966,133690,179235,104120,120883,123759,91881,167832,203689,203382,239044,219282,193456,117935,226159,198487,128005,118527,204364,176378,202277,117536,132482,122330,181106,110683,197090,150367,263161,151804
2021-11-18T10:50,77785,93295,150787,105336,92062,83457,86234,124550,97659,74240,62053,67717,110026,105546,109259,68223,109995,98059,120107,80198,87205,50181,87168,93787,104095,93406,73585,86219,81311,124110,69186,97700,76418,99366,96462
2021-11-18T10:55,175218,152284,162813,104186,146516,154318,163933,213619,108603,112849,150903,67746,188973,138288,116118,157669,150441,123952,142605,159965,204444,125361,82842,166721,146918,160255,101645,122508,115231,127710,131603,196145,138846,204925,135200
2021-11-18T11:00,102758,129627,80239,82469,119711,124014,79222,97566,106768,62045,83453,66657,95232,126769,62779,110513,195336,171230,114339,119298,111735,83533,101569,164528,95255,146161,77575,72579,99741,120395,70669,121275,98880,167037,106728
2021-11-18T11:05,142481,128403,178044,118492,96430,143289,133450,169679,127866,91313,134211,89252,133358,149408,136992,130988,160861,123490,139143,145466,167706,91296,99950,186725,95097,146722,98194,61564,134769,159191,77958,155535,115808,142872,129957
2021-11-18T11:10,182995,112959,178486,124691,127859,154506,155932,206430,150899,111393,120822,73998,198832,148018,125465,116970,174733,168416,174548,116015,120374,109673,102294,200091,213619,212068,100051,135691,133047,189670,121320,215801,117261,161481,151318
2021-11-18T11:15,148289,109771,209449,125704,181497,184237,132434,171847,182953,97597,188463,65021,185506,191759,129839,150598,199629,174427,166750,161869,159355,132385,141864,191140,178768,194226,124717,150332,100229,159572,96439,192955,160852,171202,146561
2021-11-18T11:20,146024,130520,109637,121679,131090,126157,132298,120850,103801,120761,55554,52772,117016,0,88912,124197,159532,164083,114759,128550,94529,88993,158541,162385,99876,161400,74891,108254,132457,132648,83476,81952,105983,165468,73868
2021-11-18T11:25,115136,99703,118863,98715,121836,149992,95336,154955,99854,54708,124676,80723,99952,99118,96486,107382,192390,141887,100485,90361,97696,69899,107418,178733,115034,90230,58485,106717,93859,138799,106545,113508,83229,131901,103402
2021-11-18T11:30,109221,90152,110666,60323,73539,83776,107873,115878,65170,76324,92357,62209,89731,107948,96613,91271,106026,108521,91092,0,98755,59157,81591,120739,63166,71019,36548,67181,72138,112975,72680,105708,78127,99688,94933
2021-11-18T11:35,202528,268435,189912,95347,138642,153260,117339,228655,166954,112560,152254,148901,208189,193710,133818,173456,141178,142298,188310,191620,195978,103197,128987,178205,120418,215184,86724,168466,162232,187051,125700,209215,166582,248419,170543
2021-11-18T11:40,115548,146681,152327,94154,96203,77511,120358,114951,104696,83826,125245,73045,122814,124231,153941,99646,162661,130071,98975,113349,108036,70227,89564,144958,92766,127313,67134,91501,87553,132723,139894,139035,124629,141739,62996
2021-11-18T11:45,116362,152286,170890,165583,80063,119339,147552,152998,104917,98413,170994,98594,149394,168577,131471,129076,197146,162606,162945,173107,199112,115569,157062,133194,162411,126839,118128,133951,145738,194801,136961,176232,157237,216565,152788
2021-11-18T11:50,206216,153642,171595,107139,147360,143027,95851,169303,91497,83913,115890,109652,190126,136975,145134,135859,143405,153711,136762,111393,135190,136426,148784,198511,169655,173358,78657,120575,127554,140307,105440,185591,123712,204153,142175
2021-11-18T11:55,198067,135474,193755,144483,226181,207060,157821,268627,199322,104671,172660,87549,133701,166503,169682,135042,165300,160918,158320,166622,184443,120784,63075,179619,123121,186671,97005,128358,136430,192502,102055,165134,128567,272037,149855
2021-11-18T12:00,148185,158677,161118,90849,153343,161847,139177,159516,149639,103127,120442,54670,153465,147782,118567,105704,246755,150740,154659,183390,187184,81976,131862,147500,137206,171758,79506,146002,102218,148591,127362,155168,102592,139478,106487
2021-11-18T12:05,172026,157380,209733,107543,123724,144077,105316,185729,141612,141325,109963,65697,172000,148711,141668,74254,186583,168744,162464,239799,166957,128649,151745,208681,137476,213692,112385,122654,115239,161568,97382,219880,115982,214662,178932
2021-11-18T12:10,205731,200884,226180,146190,232647,190341,209196,241923,171416,151206,181715,151343,216980,174616,161194,139495,283367,288754,277997,223553,227396,149120,193666,213874,205360,207977,122516,163940,154434,141717,206014,183221,236390,351478,146680
2021-11-18T12:15,168258,179105,215100,107026,118134,191779,105708,223816,158312,114917,176475,0,156820,112916,131275,151424,0,172053,175127,177010,164035,117775,84148,160886,185471,157497,83836,66186,128107,151122,96083,138723,144799,183998,119379
2021-11-18T12:20,27664,24494,31501,23253,22622,24425,24109,30550,24311,21924,19483,21047,20341,22108,16458,12047,24614,21612,23866,23464,27103,18683,21790,27243,26335,28056,17797,16267,23796,21737,9983,26046,14588,35217,20648
2021-11-18T12:25,190707,143948,206720,133540,168924,178264,201186,228815,170200,146506,191144,174604,214207,192886,201925,191233,213613,208145,261001,194452,185822,133331,254641,198636,222862,198765,91895,185367,185240,205300,85601,198547,167714,256722,160935
2021-11-18T12:30,174350,105949,208366,91687,147027,124706,127570,147509,122072,97397,130611,87535,155366,101690,132304,95211,154914,113350,126733,116905,113970,93198,111815,214775,118618,158425,85367,105373,158628,144764,0,130836,148578,196003,138020
2021-11-18T12:35,117681,168038,192216,140244,174070,137798,165104,169404,181218,112422,231385,51960,135173,185522,171811,179072,196652,164350,192756,174901,191631,136545,110692,169300,185613,181104,99847,135758,123719,143337,91685,178222,118104,220448,111265
2021-11-18T12:40,230984,160188,203633,135508,152371,127315,168740,204981,164341,90236,154372,47455,149699,125216,137580,141764,218630,158348,218981,175993,161801,135045,135559,171690,169583,139709,86885,132689,141230,182832,105540,201521,166380,154635,105915
2021-11-18T12:45,212045,178560,260332,123394,157504,148802,240296,178765,205096,117524,131617,158195,211569,188545,0,192938,194188,190399,195831,147226,224706,122328,141898,174749,144260,176698,54609,123488,196552,187981,89581,174047,207539,262276,107368
2021-11-18T12:50,183035,223028,257384,190667,135794,175225,175312,191830,156063,149487,147131,107124,113195,172453,116277,133126,0,172971,180600,167417,225812,133350,177572,157995,199534,196906,98803,101745,198494,168813,129802,198768,190931,218855,167931
2021-11-18T12:55,89530,88307,95681,77724,88649,122706,65015,89402,55585,72038,79875,47555,70454,78252,70683,72245,94049,93254,92848,90277,69808,53505,62888,71500,89556,73799,34623,50269,59536,85814,65208,74930,72526,90920,73232
2021-11-18T13:00,154773,131992,132768,80189,94279,106105,103875,155492,109592,106675,107923,52416,153664,146625,108150,117970,194901,123159,152373,184722,151262,51381,103929,155800,150154,140048,84083,144374,128455,111485,78554,175961,115043,187958,137787
2021-11-18T13:05,117539,117127,112158,59933,91983,116429,69558,130505,63761,64888,81096,45724,106809,139768,105626,93446,104805,136761,128357,80861,112739,87300,101914,113226,113114,94626,83085,81517,76303,112024,65623,99190,88488,110924,80146
2021-11-18T13:10,139983,119020,118374,113370,144568,97706,101665,136952,130254,119512,96208,63708,144701,103160,91310,109671,130836,117244,137291,144764,160479,90686,105098,141302,159312,140098,71693,91007,132122,156591,74737,143994,75784,122833,125767
2021-11-18T13:15,136001,153771,166232,132473,154121,133814,118003,153226,126303,117278,162436,112487,176243,156090,166921,132540,210160,147345,169651,129210,192057,117946,136788,182152,144064,158077,92001,126887,139973,150681,115167,163557,96037,181452,112748
2021-11-18T13:20,209669,213048,217223,108118,152315,146908,215539,247399,159487,161513,196427,135606,165518,214741,157492,149379,253782,215659,187863,124336,201405,114505,180331,224243,142173,251584,115935,187371,217800,182197,96615,199024,161523,219044,157839
2021-11-18T13:25,176679,155559,175109,111879,141839,228400,148667,277552,118919,148150,173603,77878,166159,170654,141906,129528,189379,208888,237852,157074,158358,126740,163121,180161,150976,212915,87695,100216,164305,182195,140529,207229,145077,211847,140991
2021-11-18T13:30,200741,207660,243322,139022,133657,156895,217772,146317,207717,104897,205054,126850,214810,190043,193570,163965,226656,191073,164807,167146,196079,138795,147052,218663,208602,270179,109781,120233,170271,144648,170240,141748,185227,224776,195231
2021-11-18T13:35,117925,146882,151576,102471,114900,151734,157516,144153,96032,106700,123898,90963,170807,142608,124678,123746,125382,176333,163519,149318,133747,84918,136154,178522,160560,150585,36240,160289,133105,147162,88766,129609,134078,196220,126965
2021-11-18T13:40,191777,189083,198674,94780,149855,167998,140682,161747,0,120852,166788,78353,178376,135072,132057,167177,230591,166714,160112,136197,72213,128566,126714,184770,223219,204932,87505,124845,185839,221763,155377,110157,164394,221992,135002
2021-11-18T13:45,128203,127636,224021,131048,142737,149791,92965,125706,110100,88768,143466,109485,131446,117759,114254,151085,259821,154044,160906,173484,151412,75911,133477,149765,164275,155440,57696,103166,197252,176373,148713,194821,160894,197696,152782
2021-11-18T13:50,254815,221167,268938,143665,151683,238053,181824,267528,153635,197448,140604,121032,208814,220590,166673,105377,244083,204641,264570,185798,239740,189778,137521,173282,200264,200964,119964,154590,132767,253195,140436,193148,126576,209457,144058
2021-11-18T13:55,162422,134424,172521,99119,89031,125603,110221,142041,104019,88369,110041,110455,101907,138469,85943,78733,143081,107324,121739,88085,122523,75070,124379,167442,118121,139655,51744,95343,111682,89115,112397,137404,116983,176305,97260
2021-11-18T14:00,122193,160420,212326,143540,161057,159400,243026,218484,148470,133769,209380,153255,196239,217596,126837,131468,162190,243993,137531,160915,168288,132330,153415,153124,199712,176050,115787,142842,232032,190132,79048,199821,189168,240678,175692
2021-11-18T14:05,163383,158761,182930,95319,125667,138697,99837,218326,100703,123104,106725,73860,137962,119597,110084,108615,183001,131945,126604,121905,144805,56641,111239,151683,110301,135550,92837,93281,120024,112300,96360,184160,155429,143305,99985
2021-11-18T14:10,88670,98233,161161,99163,112611,122346,117511,113706,89651,92834,102078,90956,76389,132906,111471,101363,112938,121753,146360,100272,91414,96309,82533,123243,104327,110277,46156,100493,122516,118822,64668,136904,102869,197192,110854
2021-11-18T14:15,172614,164247,150117,147285,147905,216342,191186,222464,139759,84827,105471,112187,184263,163229,144367,146914,221871,230726,231877,182025,197837,124719,169882,196250,221620,204611,91633,112702,179405,161731,91532,203599,0,230824,152397
2021-11-18T14:20,172925,179056,210879,121511,196806,123410,189049,144709,122970,141355,137350,103267,170247,154037,153350,138262,180002,172454,168923,159061,137363,165262,127426,161879,154431,164800,99529,103083,161374,203540,67647,148492,154592,187615,127109
2021-11-18T14:25,159739,182348,0,125799,100312,123271,172852,197946,183787,67792,115531,128940,195027,174760,167771,148489,217107,161939,197027,191114,187422,108377,130895,136491,173951,180547,107183,117318,142525,158234,149903,187912,173725,239095,88493
2021-11-18T14:30,183809,207962,200660,140866,154126,186981,161043,234309,134976,173541,138773,113078,190378,207720,128132,185567,302913,248787,282429,151000,189712,152581,153390,252653,198974,270362,94920,139581,254294,243094,137031,173311,144898,283856,167854
2021-11-18T14:35,117654,124821,140998,121284,118943,93438,114392,139214,125955,67374,99740,58722,93210,144964,122176,104497,163064,123243,149135,127515,119215,59001,111708,124173,134527,155927,70138,138882,114445,135836,85701,141531,105981,129414,115430
2021-11-18T14:40,212296,138945,205964,171176,155782,146088,125399,155161,162797,136818,168890,93222,158959,141894,109299,153455,257194,177703,212540,169416,191246,121076,162982,224291,138156,174477,87195,94181,144592,170331,151630,234345,140520,210202,124579
2021-11-18T14:45,117972,119012,109407,139881,98211,112803,115639,116164,109250,105032,115119,98419,129434,102570,102411,115290,154418,117268,153861,124400,121627,94954,119824,137319,145795,114638,72840,91976,97390,123066,91202,127786,88191,159961,115956
2021-11-18T14:50,141483,162260,170528,142157,109718,169786,152059,184958,94224,64755,151787,90277,153399,177910,129171,156864,224951,158909,162736,194783,175126,93087,79640,163719,138646,163276,96172,125938,152525,157902,96606,167364,107890,164899,141543
2021-11-18T14:55,110660,102241,120279,67004,78177,99055,106112,82078,93281,96765,101636,77278,142746,116242,83315,101834,133451,128576,109922,104759,119932,88395,89840,86322,54898,103326,66097,79424,88437,127824,89667,122332,111182,147063,132454
2021-11-18T15:00,137328,112577,91893,98870,111166,122156,113045,117567,120389,95748,99134,59411,122621,147631,91173,88531,181054,117307,122190,133301,158974,52377,97166,163450,146255,90425,87230,116544,140259,126623,79750,107331,147502,139640,113195
2021-11-18T15:05,136203,108955,151146,118080,119722,82065,114861,132805,153388,71912,128760,71254,126275,138579,123219,107736,124415,150753,150177,121380,124488,68880,82797,137783,152660,160284,50623,85625,119747,145168,87826,139718,98486,144905,125680
2021-11-18T15:10,147168,117716,157007,74079,124356,122588,136711,134319,105256,82030,92964,100069,98685,125644,114110,131548,213900,176414,160323,155122,140959,91715,120934,131886,80382,123497,105575,98211,81869,123024,86283,141199,131132,167246,117226
2021-11-18T15:15,131374,95857,153197,79177,112259,96834,135905,123485,105820,95232,125658,71947,96962,114358,89251,77523,147429,138482,131457,75968,110520,93019,90110,123026,89407,144970,71305,109148,108328,123381,88984,106056,92755,125964,112895
2021-11-18T15:20,186958,153811,197371,124109,167864,177693,194069,238197,195833,135338,153345,107177,213035,123031,213366,151082,265408,187484,159914,193156,190531,154187,155887,274168,129735,183288,91561,114553,226111,189772,164720,191065,173943,282413,160595
2021-11-18T15:25,121802,137101,176524,103458,108199,104237,87361,98613,90754,92150,110530,53698,106853,104119,90485,97129,155855,130936,135161,138930,122347,60092,94373,94213,86895,152990,53478,65862,91199,137716,88342,122233,83886,155278,73421
2021-11-18T15:30,131733,114980,155496,136884,111672,107512,75144,124205,83861,99889,108755,82506,119256,149438,94303,117674,163339,128271,153634,151073,149758,81447,112244,148887,124751,96904,54784,106157,102971,115092,75889,128099,68937,137995,91584
2021-11-18T15:35,178720,150327,164720,68065,155811,182213,122775,141518,135898,89120,112097,81229,157134,156622,96190,137816,127399,127297,150301,108474,180605,126497,105133,177665,148017,160420,65617,120378,170107,169220,96421,131292,141729,150577,87822
2021-11-18T15:40,109625,129425,116746,82462,126534,104165,124753,152851,117410,75868,99808,106359,101694,106501,105856,125775,141666,167398,122529,135925,135942,101595,103266,110139,126810,144866,69956,89358,131574,126969,101502,126653,83035,168106,93398
2021-11-18T15:45,241617,204867,210767,168364,131328,199747,185918,185578,122061,108211,129506,117722,165572,192282,166737,142716,253375,147220,189048,232204,193926,116532,162669,130929,152178,178273,100024,164317,170607,171039,149383,237462,153999,195169,156576
2021-11-18T15:50,74354,109223,118113,74839,94205,99516,93078,75654,110569,60938,0,63576,94791,91702,100354,84721,132998,85902,116230,102588,79330,61362,88960,123358,94193,115569,34277,58191,76864,112210,53265,116787,75800,129779,87287
2021-11-18T15:55,164322,203055,204198,164597,146152,187506,105265,187932,153510,129811,168046,104325,156528,83843,111908,163731,196158,206565,184046,227748,183782,112842,140790,180848,206189,140768,101511,156518,151674,151881,127622,200313,153685,233284,0
2021-11-18T16:00,122152,133273,182365,127560,155733,135306,106467,140241,98668,96179,103463,94852,119172,148503,115155,86287,137670,143476,149681,113387,159800,105090,142671,172548,149163,165721,60486,125075,114453,142975,67468,168771,79210,156499,97835
2021-11-18T16:05,110343,84236,102476,77745,94417,120812,101072,97960,64186,77336,88456,65542,88912,87090,107525,82076,114435,90756,123827,102418,100972,67526,77865,117738,83936,120139,42756,52254,61181,86758,87456,99713,85933,100721,81111
2021-11-18T16:10,241631,180478,233470,204741,160749,204787,203961,270199,131971,138932,219980,130134,247335,246668,223419,232397,243548,271756,208449,137455,211758,166639,153493,229089,187506,239439,63219,182277,164119,202728,189094,160320,160983,292615,201914
2021-11-18T16:15,197381,240211,252081,174592,223404,175588,142387,188036,155821,139602,195891,144772,220131,156571,178071,209564,216600,231510,155800,184005,160439,119709,139447,267893,183036,257853,106210,145987,215651,184815,126865,266694,172518,263583,162927
2021-11-18T16:20,181443,128458,167983,0,155260,144249,167329,169881,151521,104142,124743,96361,157543,172245,87052,139522,183112,177852,91776,189025,143023,109190,158272,155057,192970,112945,72728,126727,98621,143672,99175,169122,129781,210636,116929
2021-11-18T16:25,202619,175051,265967,138489,131363,183271,116055,191445,164341,179624,176695,166723,188972,186449,125894,159012,249655,212936,260405,261409,247895,148887,211559,248202,162898,196476,90945,135185,182589,200951,137632,221444,215826,233440,127652
2021-11-18T16:30,163612,135167,169876,145949,147708,175806,106247,172113,147314,100203,82864,119858,153071,110080,144582,141278,170455,100999,185070,136812,137120,98363,128820,179835,162638,134131,106801,143321,151566,192113,110677,80371,147398,225217,168801
2021-11-18T16:35,108640,155948,173883,141674,99817,109823,122425,159055,101877,61813,138331,101935,113360,150077,122577,85728,163559,143875,127572,147144,130153,91411,105227,147718,109787,163531,95131,121611,123740,177513,71885,137054,98957,158730,82429
2021-11-18T16:40,178458,179149,178127,175603,172298,191761,118731,168349,236667,169846,144926,81755,207867,213483,132569,113762,227108,220686,181792,184251,231750,124513,146350,186688,171927,238164,116965,114958,137610,162505,149120,198265,192305,0,179073
2021-11-18T16:45,202422,146726,206496,184946,180127,114869,163456,219847,173476,147767,160243,111053,150477,171682,153408,155663,257110,190778,265590,173408,164872,89006,185010,218350,127046,172571,105141,128794,146809,186580,156568,156107,175019,204480,121654
2021-11-18T16:50,167512,167732,191393,102273,132053,203563,194669,225415,141679,105538,143994,125900,117528,179971,227123,164126,267938,191927,193347,188427,230498,129954,133002,192429,184809,207131,98070,106378,181939,136573,171693,212893,178914,227587,146284
2021-11-18T16:55,118816,95960,116673,156079,120141,147361,94526,118856,112280,57908,116412,100806,104796,110557,128532,86925,165195,168685,124644,88700,127949,83624,92714,109402,149661,145280,90039,88001,139329,128142,99264,136146,103271,149316,99708
2021-11-18T17:00,133815,139535,158363,92835,134546,147437,155380,190412,140420,113196,118945,82910,119643,137983,121058,114073,174001,109954,133731,136988,132080,76397,133555,193913,178151,147198,48429,117881,114520,164551,81603,133480,134979,222747,122604
2021-11-18T17:05,162633,134446,188038,103669,0,167069,182920,144552,167717,105362,125078,89308,214871,165064,134508,107989,203239,152395,208098,151195,170060,119807,128767,178331,176870,241566,85004,102337,167202,170824,123650,226534,170266,265941,159455
2021-11-18T17:10,192391,158540,291229,174890,185329,192020,197694,218095,150014,163994,238157,128380,157720,159890,143355,179098,142836,242522,280622,176547,230651,158649,140961,176881,261096,0,118094,165666,225012,261043,142655,172419,218105,191954,224772
2021-11-18T17:15,114247,153115,182050,108622,93920,125896,175192,147531,145221,114945,150127,58963,103387,128431,134337,120275,187882,144536,150630,137730,134571,87620,130537,159588,153525,157460,52559,103519,117241,144302,119244,143376,117130,206669,88448
2021-11-18T17:20,137597,110306,127655,100215,108858,103553,120568,116483,125702,89434,107232,98217,75585,151599,80632,123931,153978,119020,126799,106026,131133,0,125130,162505,111334,148386,76214,50356,94440,133528,112160,130203,83791,137824,71515
2021-11-18T17:25,137277,148499,121146,103520,128757,127516,64361,112031,127672,104480,101956,77033,118064,152247,119799,91595,116954,125031,125480,114379,103409,107728,115931,142911,133447,155692,44326,77021,96119,135950,96084,102527,122786,119649,100701
2021-11-18T17:30,96260,97882,111531,87044,108713,118760,96056,113063,87084,47306,92319,70001,102624,93851,68124,82769,89953,78041,125149,92586,100919,38166,70497,101282,103083,136817,54359,82084,77216,128679,71697,116316,104506,102199,64750
2021-11-18T17:35,131181,120625,148889,90131,93673,132879,126111,168235,99057,64020,103589,70031,122275,127884,0,121148,134675,133526,73733,123892,157916,88775,93964,155145,107979,130409,36591,79058,117627,150124,74042,101656,119414,143519,104497
2021-11-18T17:40,140566,184451,138103,125164,119479,104122,132534,167881,166050,122745,157123,108672,151408,153866,142207,137146,207552,156211,183399,170202,186093,108534,136912,174638,128866,179081,93182,119025,145565,191338,146857,154620,106066,235154,163883
2021-11-18T17:45,106835,140311,162389,72151,103148,96616,117756,130055,130684,103383,94872,99256,113149,97909,82467,113811,178769,146848,0,111384,93692,94454,65218,131906,87447,112838,56403,88671,75077,138892,56772,123733,102394,143238,71837
2021-11-18T17:50,177704,201887,211878,135426,179519,170077,111203,138189,159096,121912,173375,136743,159031,217084,91576,118470,220687,204057,168074,172937,207007,128447,117256,182888,165146,180610,83256,150716,181654,210716,173043,191309,171249,221394,159152
2021-11-18T17:55,114352,143674,156240,81079,61898,135109,102549,145593,82978,86220,90979,65262,122528,139810,93398,87272,174287,108935,141257,115045,88291,37666,69205,154354,124929,152856,54610,51132,59102,106278,71937,94068,101277,142701,57670
2021-11-18T18:00,142574,128209,166002,131109,138799,121148,128459,178112,139745,113348,145899,93361,119870,137107,80632,125432,159037,124100,136704,129050,167110,99636,123901,166078,112149,128013,96788,99759,154224,147495,127374,141297,150380,153721,55730
2021-11-18T18:05,85564,125983,145306,123514,90373,119669,68421,152929,100487,59716,108558,57820,82113,115096,98806,101537,115430,80401,115567,83146,94821,78824,61007,130093,83380,99203,51489,112969,73921,105852,95305,117457,80749,124665,104391
2021-11-18T18:10,234096,185964,225559,179009,179602,204014,217898,156292,0,101175,178107,102167,189430,192323,160976,267733,0,253625,147174,212207,163268,111340,157144,179240,191195,261909,82274,202718,178848,202470,186541,204449,171042,217707,137237
2021-11-18T18:15,121936,125415,120185,97715,130519,143044,123953,175075,137102,113610,90736,127013,114046,167540,134646,113368,197680,189919,151146,185928,201577,129775,108473,170053,155295,182174,99146,155432,155316,186675,81590,184605,162879,184462,112732
2021-11-18T18:20,118953,156474,153318,70485,111360,97358,98696,145877,104557,72315,96738,91970,109939,97162,90417,88204,160400,177297,102908,141572,162254,109822,87706,145584,110037,115430,57742,125187,100593,116681,89150,91415,0,148044,92669
2021-11-18T18:25,110259,128062,185966,106536,143667,76979,84374,129037,113034,78820,108379,0,185976,102331,158619,98776,155319,157877,129503,116843,157012,99938,143160,136133,138558,176524,81596,130696,146505,160967,97799,111618,152616,203875,118854
2021-11-18T18:30,147024,163575,204122,81646,130610,166465,122371,204886,148620,106054,206144,113767,121645,191641,96188,165247,249435,202734,159930,138523,179948,128736,94925,140812,0,159004,81503,119225,173020,198102,82281,181580,171581,197441,145995
2021-11-18T18:35,125315,141218,152596,128357,92802,101682,150814,133292,106553,104816,128356,97138,126905,161108,105508,123306,181102,96016,111542,137512,160508,103258,113956,206926,121529,158862,58639,95079,134917,147769,97602,156092,139771,178627,89637
2021-11-18T18:40,151490,127722,157948,132469,137584,169000,112207,126863,127630,87026,135436,85047,122303,142217,130924,136187,170176,165782,142910,185150,115545,114315,87249,152958,140041,177368,79401,108926,92014,141614,129103,156702,141947,190442,118350
2021-11-18T18:45,102232,129934,121577,84596,99352,102854,75196,103667,59295,93426,70520,69288,94984,105639,62750,85391,133465,120134,122732,106425,101200,83217,96791,126799,92740,79751,54549,73921,90937,88965,39684,112655,102107,125163,67573
2021-11-18T18:50,0,172396,211727,184730,218616,240573,177586,279423,243169,161075,218360,81565,279246,195708,187614,219724,215171,215806,256711,271974,254299,150881,202828,233255,230853,151054,140815,107356,193137,168849,125958,225413,221648,261604,169066
2021-11-18T18:55,131134,141591,71919,91150,90155,95952,112763,124573,92141,73505,108902,63991,135683,87645,109093,100179,130457,66624,111528,90883,100664,77451,71711,93166,107206,138224,36949,70131,91014,132598,67006,121775,89794,158679,75510
2021-11-18T19:00,159202,166356,151754,134707,109372,155448,112393,203565,137922,147814,116104,36817,129185,152312,91179,146447,131044,155826,148300,139016,156232,112445,105024,161005,193986,164493,98975,104995,121144,115152,86696,119462,105398,105555,143554
